[11/30/2020, 10:28 AM] Rao sir: https://photos.app.goo.gl/B4p8FGegEQednJZHA JEE 30/11/2020
[12/20/2020, 6:10 PM] Rao sir: https://photos.app.goo.gl/WbNR17dJGccVxJa2A JEE 20/12/2020
[12/21/2020, 5:41 PM] Rao sir: https://photos.app.goo.gl/e15yAT2AyyHEzfLx5 JEE 21/12/2020
[12/22/2020, 5:32 PM] Rao sir: https://photos.app.goo.gl/8A1bTGnHY1K9Bjjr7 JEE 22/12/2020
[12/23/2020, 5:19 PM] Rao sir: https://photos.app.goo.gl/3Wyz4ZwGVDjYpL8N8 JEE 23/12/2020
[12/24/2020, 6:24 PM] Rao sir: https://photos.app.goo.gl/RViPRWAmxrcN2nVP6 JEE 24/12/2020
[12/25/2020, 6:07 PM] Rao sir: https://photos.app.goo.gl/nBrN2XdrRebcB3N79 JEE 25/12/2020
[12/26/2020, 5:00 PM] Rao sir: https://photos.app.goo.gl/v7thoX6Xkviczxyj9 JEE 26/12/2020
[12/27/2020, 5:35 PM] Rao sir: https://photos.app.goo.gl/NTuTg6YiSwmpVyYVA JEE 27/12/2020
[12/28/2020, 3:01 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLScuFWPhCCT6UM7oBOjnmfJgXFdmhYZr60ifcOYHYLCLCVSW2Q/viewform?usp=sf_link
[12/28/2020, 5:17 PM] Rao sir: https://photos.app.goo.gl/54NW6ywna4nTGNDk7 JEE 28/12/2020
[12/29/2020, 5:11 PM] Rao sir: https://photos.app.goo.gl/ghpMkYTX4r44LH627 JEE EXAM EXPLANATION 29/12/2020
[12/30/2020, 5:03 PM] Rao sir: https://photos.app.goo.gl/3SLyE1So3XeEPLaX9 JEE 30/12/2020
[12/31/2020, 5:42 PM] Rao sir: https://photos.app.goo.gl/KyY2Ahz9bBA98bbH7 JEE 31/12/20/20
[1/1/2021, 5:37 PM] Rao sir: https://photos.app.goo.gl/oQN5TdixcyuzHGpf8 JEE 1/1/2021
[1/2/2021, 5:08 PM] Rao sir: https://photos.app.goo.gl/ozaoB12SXmWwVAu8A JEE 2/1/2021
[1/3/2021, 9:03 PM] Rao sir: https://photos.app.goo.gl/b8iE7XPKrPmc5kdH9 JEE 3/1/2021
[1/4/2021, 8:56 PM] Rao sir: https://photos.app.goo.gl/6tsct5wML599w6pv5 JEE 4/1/2021
[1/5/2021, 4:26 PM] Rao sir: https://photos.app.goo.gl/eNtpykWbHvhCrSLk9 JEE 5/1/2021
[1/6/2021, 5:53 PM] Rao sir: https://photos.app.goo.gl/GebxEozBpiWiT2Zd9 JEE 6/1/2021
[1/7/2021, 6:30 PM] Rao sir: https://photos.app.goo.gl/noy9nz5F2cABLReZ7 JEE 7/1/2021
[1/8/2021, 5:36 PM] Rao sir: https://photos.app.goo.gl/GhdXHtdJCCDmdjEk9 JEE 8/1/2021
[1/9/2021, 3:01 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLSdD5Ps68sJzAPkr5QA3gbC8YAwq8vawyanpfOU55aztcNCtig/viewform?usp=sf_link
[1/9/2021, 5:13 PM] Rao sir: https://photos.app.goo.gl/StVRq8L5PxJPUae79 JEE 9/1/2021
[1/10/2021, 4:37 PM] Rao sir: https://photos.app.goo.gl/uYGFiy1zFzfJ3yht9 JEE 10/1/2021 EAXM EXPLANATION
[1/11/2021, 6:20 PM] Rao sir: https://photos.app.goo.gl/uYGFiy1zFzfJ3yht9
[1/30/2021, 7:50 PM] Rao sir: https://photos.app.goo.gl/nHPCArAqwUaGKarA9 JEE EXAM EXPLANATION 30/1/2021
[1/30/2021, 7:51 PM] Rao sir: https://photos.app.goo.gl/T25t2s79QvHZLGfX8 JEE 29/1/2021
[1/31/2021, 5:14 PM] Rao sir: https://photos.app.goo.gl/UvHxqed4DBGVWuEB7 JEE 31/1/2021
[2/1/2021, 5:28 PM] Rao sir: https://photos.app.goo.gl/TzEB6eob4PdzZgYZ9 JEE 1/2/2021
[2/2/2021, 2:51 PM] Rao sir: https://photos.app.goo.gl/1EiWu4KJHJQkeqWs8 JEE 2/2/2021
[2/3/2021, 9:23 PM] Rao sir: https://photos.app.goo.gl/66ymtFqam52BLrUq6 JEE 3/2/2021
[2/4/2021, 4:31 PM] Rao sir: https://photos.app.goo.gl/CLQj4bCrnRsYt6udA JEE 4/2/2021
[2/5/2021, 5:20 PM] Rao sir: https://photos.app.goo.gl/qW8u5PHtFjikBJcX7 JEE 5/2/2021
[2/6/2021, 4:53 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLSevmE3YBHXAgZw7lPBASJNu_dAlHUaWPdn1zW-5NEC-P8fyNw/viewform?usp=sf_link
[2/7/2021, 5:04 AM] Rao sir: https://photos.app.goo.gl/xDqL4fxb5uTvSvRy7 JEE 6/2/2021
[2/7/2021, 7:58 PM] Rao sir: https://photos.app.goo.gl/MSjzu8wTNLHUKnxX8 JEE EXAM EXPLANATION 7/2/2021
[2/8/2021, 5:49 PM] Rao sir: https://photos.app.goo.gl/soWNqSEfT36PWDux6 JEE 8/2/2021
[2/9/2021, 5:20 PM] Rao sir: https://photos.app.goo.gl/deAx6DYsnTzVJEwb6 JEE 9/2/2021
[2/10/2021, 4:31 PM] Rao sir: https://photos.app.goo.gl/ov2DCeQi9R1mJ8719 JEE 10/2/2021
[2/11/2021, 5:06 PM] Rao sir: https://photos.app.goo.gl/3tyALsZG9zcLHu2J8 JEE 11/2/2021
[2/11/2021, 9:32 PM] +91 98231 41089: https://admissions.nic.in/admit/admitcard/downloadadmitcard/logindob.aspx?enc=1Agc7dh0pU+tyeFB1Yuv8FXKaPbTL9VpE7sKvVB4HZBwN23LEemlXt94hf8GLxVO
Jee hallticket download
[2/12/2021, 5:11 PM] Rao sir: https://photos.app.goo.gl/jYipdJvCXo5CVJyi7 JEE 12/2/2021
[2/13/2021, 3:08 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLSf0a9L0srvNNsyexb4ckCmHr8cNEJoiTHL0mBlCGAoJE5s5ew/viewform?usp=sf_link
[2/13/2021, 4:58 PM] Rao sir: https://photos.app.goo.gl/TYhgPAMD6H837kq67 JEE 13/2/2021
[2/14/2021, 5:09 PM] Rao sir: https://photos.app.goo.gl/MjERiSAsnaDxCL6m6 JEE 14/2/2021
[2/20/2021, 11:04 PM] Rao sir: https://photos.app.goo.gl/uXUyyixfEAmG11eJ7 JEE 17/2/2021 FUNCTIONS
[2/20/2021, 11:04 PM] Rao sir: https://photos.app.goo.gl/eS5mhAuYg1LxP6369 JEE 17/2/2021 VECTORS
[2/20/2021, 11:05 PM] Rao sir: https://photos.app.goo.gl/D2DkuYNoSEuNrpAB8 JEE 18/2/2021 FUNCTIONS
[2/20/2021, 11:05 PM] Rao sir: https://photos.app.goo.gl/xe7j6swcf2bgFCen9 JEE 18/2/2021 VECTORS
[2/24/2021, 9:39 PM] Rao sir: https://photos.app.goo.gl/hrkWreMxyMwFBeys8 JEE 20/2/2021 FUNCTIONS
[2/24/2021, 9:39 PM] Rao sir: https://photos.app.goo.gl/vQj2e1cDPwg6P9BEA JEE 20/2/2021 VECTORS
[2/25/2021, 6:19 PM] Rao sir: https://photos.app.goo.gl/neZrPunWXHpNpvQQ6 JEE 21/2/2021 FUNCTIONS
[2/25/2021, 6:20 PM] Rao sir: https://photos.app.goo.gl/YHYKbA4VUZt6xE7w8 JEE 21/2/2021  VECTORS
[2/25/2021, 6:20 PM] Rao sir: https://photos.app.goo.gl/xoWsqZR5tYH7uXY58 JEE 22/2/2021 FUNCTIONS
[2/25/2021, 6:20 PM] Rao sir: https://photos.app.goo.gl/nfqHkZsJTKhHnao76 JEE 22/2/2021 VECTORS
[2/26/2021, 5:29 PM] Rao sir: https://photos.app.goo.gl/TKRmLfZMVyhoibB56 JEE 23/2/2021 FUNCTIONS
[2/26/2021, 5:30 PM] Rao sir: https://photos.app.goo.gl/833Swg4yvv7ercUe7 JEE 23/2/2021 VECTORS
[2/26/2021, 5:30 PM] Rao sir: https://photos.app.goo.gl/Rf28PyvQyTqo9SxC9 JEE 24/2/2021 FUNCTIONS
[2/26/2021, 5:30 PM] Rao sir: https://photos.app.goo.gl/WeUy7Au3J9Um59W38 JEE 24/2/2021  3D
[2/27/2021, 6:11 PM] Rao sir: https://photos.app.goo.gl/3qehbQbpYf2ErcvV9 JEE 25/2/2021 LIMITS
[2/27/2021, 6:11 PM] Rao sir: https://photos.app.goo.gl/jFLjEqfj8SJFyDYi8 JEE  3D 25/2/2021
[2/27/2021, 6:12 PM] Rao sir: https://photos.app.goo.gl/7osRd1TdrTFr1xxn9 JEE 26/2/2021 LIMITS
[2/27/2021, 6:12 PM] Rao sir: https://photos.app.goo.gl/vswLP2P74xujUHZF9  JEE 3D  26/2/2021
[2/28/2021, 7:35 PM] Rao sir: https://photos.app.goo.gl/2dYVJeWDwwpbJPNbA JEE 27/2/2021 LIMITS
[2/28/2021, 7:35 PM] Rao sir: https://photos.app.goo.gl/kB7m3hJ4ZF6kHueD6  JEE 3D  27/2/2021
[3/1/2021, 7:13 PM] Rao sir: https://photos.app.goo.gl/H9qHt5FZZD7hNnce8 JEE 28/2/2021 LIMITS
[3/1/2021, 7:14 PM] Rao sir: https://photos.app.goo.gl/nnp5QtjJtiKh2c6f7  JEE  3D 28/2/2021
[3/2/2021, 6:03 PM] Rao sir: https://photos.app.goo.gl/JgZA5CDsdrXkawkc7 JEE 1/3/2021 LIMITS
[3/2/2021, 6:04 PM] Rao sir: https://photos.app.goo.gl/hsMR69JfE78CMhYu5 JEE 1/3/2021 3D
[3/2/2021, 6:04 PM] Rao sir: https://photos.app.goo.gl/rfX9NjREGJvjJ8Ng7 JEE 2/3/2021  LIMITS
[3/2/2021, 6:04 PM] Rao sir: https://photos.app.goo.gl/x64qwUyFWYYTmqGz7 JEE 2/3/2021 VECTORS
[3/3/2021, 5:22 PM] Rao sir: https://photos.app.goo.gl/S4FyoknwV2ZqixTx8 JEE 3/3/2021  LIMITS
[3/3/2021, 5:22 PM] Rao sir: https://photos.app.goo.gl/sqBH7eMYz3dccCU2A JEE 3/3/2021 VECTORS (3D)
[3/4/2021, 4:38 PM] Rao sir: https://photos.app.goo.gl/UNER1ix9vE5A6YDQ7 JEE 4/3/2021 LIMITS
[3/5/2021, 3:02 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLSccfs0HWcfHLzSwWkXsyBf-R1TxADEv1wRNE5PBDA1_UiT3AQ/viewform?usp=sf_link
[3/5/2021, 6:02 PM] Rao sir: https://photos.app.goo.gl/SDtBfjhGxbrfvuT76 JEE 4/3/2021 VECTORS 3D
[3/5/2021, 6:37 PM] Rao sir: https://photos.app.goo.gl/WFAjxGDeUJ3sK36R9 JEE 5/3/2021 LIMITS
[3/6/2021, 5:15 PM] Rao sir: https://photos.app.goo.gl/iNfAg63dQMmKVzMU8 JEE 6/3/2021 EXAM EXPLANATION
[3/6/2021, 5:16 PM] Rao sir: https://photos.app.goo.gl/YZWib4TjApXjaVQ7A JEE 6/3/2021 CONTINUITY AND DIFFERENTIABILITY
[3/7/2021, 4:39 PM] Rao sir: https://photos.app.goo.gl/PkVtDti3umtsWHTA9 JEE 7/3/2021 CONTINUITY AND DIFFERENTIABILITY
[3/7/2021, 5:35 PM] Rao sir: https://photos.app.goo.gl/WwBG3jD75TKo7uYC6 JEE 7/3/2021 CONTINUITY AND DIFFERENTIABILITY E
[3/8/2021, 4:44 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLSdefUXY8LEuH07RLYkmnoIKqDej59isTLqv2ZJmUXsIp0EGzA/viewform?usp=sf_link
[3/8/2021, 8:01 PM] Rao sir: https://photos.app.goo.gl/stJEDHxB2ahHdfYf9 JEE 8/3/2021 CONTINUITY AND DIFFERENTIABILITY
[3/9/2021, 6:27 PM] Rao sir: https://photos.app.goo.gl/52vUyYnog4aRsZRM7 JEE 9/3/2021 EXAM EXPLANATION
[3/9/2021, 6:29 PM] Rao sir: https://photos.app.goo.gl/UJFsejqYXigvWMDc7 JEE 9/3/2021 CONTINUITY AND DIFFERENTIABILITY
[3/10/2021, 6:02 PM] Rao sir: https://photos.app.goo.gl/G9NXZd44BdHmkbUD7 JEE COMPLEX NUMBERS 10/3/2021
[3/10/2021, 6:03 PM] Rao sir: https://photos.app.goo.gl/tLLtyqDfNcssfHNV7 JEE 10/3/2021 TANGENTS AND NORMALS
[3/11/2021, 5:51 PM] Rao sir: https://photos.app.goo.gl/oXHpJUNkm7aCRbsE7 JEE COMPLEX NUMBERS 11/3/2021
[3/11/2021, 6:19 PM] Rao sir: https://photos.app.goo.gl/eJNZ9CDoxUu24ttW9 JEE 11/3/2021 TANGENTS AND NORMALS
[3/12/2021, 5:14 PM] Rao sir: https://photos.app.goo.gl/1i8obdbyPCCGkGx37  JEE COMPLEX NUMBERS 12/3/2021
[3/12/2021, 7:37 PM] Rao sir: https://photos.app.goo.gl/QXE4YbaiJGTdDe3G6 JEE 12/3/2021 RATE MEASURE
[3/13/2021, 3:44 PM] Rao sir: https://photos.app.goo.gl/GE4z4PX8koEzbt94A  JEE COMPLEX NUMBERS  13/3/2021
[3/13/2021, 7:18 PM] Rao sir: https://photos.app.goo.gl/ejQkEDB2pXds4xJX6 JEE 13/3/2021 ROLLE'S THEORM
[3/14/2021, 3:10 PM] Rao sir: https://docs.google.com/forms/d/e/1FAIpQLSeZOrpVfgXtAdQp3uMsqwO5fKOOzXCHpAAasxudk6-QATi1ZQ/viewform?usp=sf_link
[3/14/2021, 6:47 PM] Rao sir: https://photos.app.goo.gl/eWP57AKTc6hbpwoo8  JEE COMPLEX NUMBERS  14/3/2021
[3/14/2021, 7:23 PM] Rao sir: https://photos.app.goo.gl/NqQChywRGoQjfLZh8 JEE 14/3/2021 LMVT
[3/15/2021, 3:47 PM] Rao sir: https://photos.app.goo.gl/7G2UNj2M2hg1b6ALA JEE 15/3/2021 EXAM EXPLANATION
[3/15/2021, 5:58 PM] Rao sir: https://photos.app.goo.gl/EMaQy1PYtXQsstGr7  JEE COMPLEX NUMBERS  15/3/2021
[3/16/2021, 7:08 PM] Rao sir: https://photos.app.goo.gl/CZ4Xie13cypgjC1Z6  JEE COMPLEX NUMBERS  16/3/2021
[3/16/2021, 7:08 PM] Rao sir: https://photos.app.goo.gl/hCp6A6fJfiUwaQu18 JEE 16/3/2021 INCREASING AND DECREASING FUNCTIONS
[3/17/2021, 5:19 PM] Rao sir: https://photos.app.goo.gl/YSZwbyvSJrYzqEtE7  JEE COMPLEX NUMBERS 17/3/2021
[3/17/2021, 7:53 PM] Rao sir: https://photos.app.goo.gl/4qnzDJrub1CWrmnG7 JEE 17/3/2021 INCREASING AND DECREASING
[3/18/2021, 7:11 PM] Rao sir: https://photos.app.goo.gl/ym4M21U8SBnnXjgm8 JEE COMPLEX NUMBERS 18/3/2021
[3/19/2021, 7:10 PM] Rao sir: https://photos.app.goo.gl/wTTVUGCQdzsVZTWu9 JEE COMPLEX NUMBERS 19/3/2021
[3/21/2021, 8:15 PM] Rao sir: https://photos.app.goo.gl/jaX5ci8noBP1ZAFU8 JEE MAXIMA AND MINIMA 18/3/2021
[3/21/2021, 8:16 PM] Rao sir: https://photos.app.goo.gl/MAy9kgavPgfQgr2S7 JEE MAXIMA AND MINIMA 19/2021
[3/21/2021, 8:16 PM] Rao sir: https://photos.app.goo.gl/4tnojYRJBqHyqsGZ8 JEE MAXIMA AND MINIMA 20/3/2021
[3/21/2021, 9:16 PM] Rao sir: https://photos.app.goo.gl/Le5r5RxSwFYVggqB8 JEE COMPLEX NUMBERS  20/3/2021
[3/23/2021, 8:44 PM] Rao sir: https://photos.app.goo.gl/1uEYyeiPEppc3BHT7 JEE MAXIMA AND MINIMA 21/3/2021
[3/23/2021, 8:44 PM] Rao sir: https://photos.app.goo.gl/Jbki4yHDZRitMfgU7  JEE COMPLEX NUMBERS 21/3/2021
[3/24/2021, 5:33 PM] Rao sir: https://photos.app.goo.gl/46j2hUEyEKAJjaLT7 JEE MAXIMA AND MINIMA 22/3/2021
[3/24/2021, 5:33 PM] Rao sir: https://photos.app.goo.gl/p1MXLkYcnSK6Dzs77 JEE COMPLEX NUMBERS 22/3/2021
[3/24/2021, 5:59 PM] Rao sir: https://photos.app.goo.gl/ihCkZL4j9imMQSQj9 JEE MAXIMA AND MINIMA 23/3/2021
[3/24/2021, 5:59 PM] Rao sir: https://photos.app.goo.gl/G8nv61dBezhnifgdA  JEE COMPLEX NUMBERS 23/3/2021
[3/25/2021, 5:37 PM] Rao sir: https://photos.app.goo.gl/4GxdJ61SkAtThVj48  JEE MARRICES DETERMINANTS  24/3/2021
[3/25/2021, 5:43 PM] Rao sir: https://photos.app.goo.gl/u9VPehVsLMkfwyYd7 JEE INTEGRALS 24/3/2021
[3/25/2021, 5:58 PM] Rao sir: https://photos.app.goo.gl/W7vvrF6BxbzDj1Su9 JEE INTEGRALS 25/3/2021
[3/26/2021, 5:44 PM] Rao sir: https://photos.app.goo.gl/1vu9pxhbYTjDeXeYA JEE MATRICES AND DETERMINANTS 25/3/2021
[3/26/2021, 6:47 PM] Rao sir: https://photos.app.goo.gl/gqcy5bZo3ZDuS8av6  JEE MATRICES AND DETERMINANTS 26/3/2021
[3/26/2021, 6:47 PM] Rao sir: https://photos.app.goo.gl/Bq5vMUzPeZXizvgA8 JEE INTEGRALS 26/3/2021
[3/27/2021, 7:09 PM] Rao sir: https://photos.app.goo.gl/bkK9X8dwUyu1DdQa8 JEE DEFINITE INTEGRALS 27/3/2021
[3/27/2021, 7:39 PM] Rao sir: https://photos.app.goo.gl/xdLmVqSb1BV6Mxe37  JEE MATRICES AND DETERMINANTS 27/3/2021
[3/28/2021, 6:45 PM] Rao sir: https://photos.app.goo.gl/QrSBqSeW74wnVyUY8 JEE DEFINITE INTEGRALS 28/3/2021
[3/28/2021, 6:45 PM] Rao sir: https://photos.app.goo.gl/SpbFPxFizwqNftoj8 JEE MATRICES AND DETERMINANTS 28/3/2021
[3/29/2021, 5:03 PM] Rao sir: https://photos.app.goo.gl/2sGGPmXjtp2hC3wX7 JEE DEFINITE INTEGRALS 29/3/2021
[3/29/2021, 5:04 PM] Rao sir: https://photos.app.goo.gl/kkRmNmzxmzf9HBkt7 JEE MATRICES AND DETERMINANTS 29/3/2021
[3/30/2021, 5:12 PM] Rao sir: https://photos.app.goo.gl/tAkCMFsk7uSVg9x89 JEE DEFINITE INTEGRALS 30/3/2021
[3/30/2021, 5:42 PM] Rao sir: https://photos.app.goo.gl/fMMVTbJfpSKRkbZL6 JEE MATRICES AND DETERMINANTS 30/3/2021
[3/31/2021, 6:25 PM] Rao sir: https://photos.app.goo.gl/U8aUGwPwr4LneGBY8 JEE DEFINITE INTEGRALS 31/3/2021
[3/31/2021, 6:25 PM] Rao sir: https://photos.app.goo.gl/GLmDRZ7rVAAqSU1r7 JEE MATRICES AND DETERMINANTS 31/3/2021
[4/1/2021, 8:10 PM] Rao sir: https://photos.app.goo.gl/eGNtXLoToQfbtjBA7  JEE DEFINITE INTEGRALS 1/4/2021
[4/1/2021, 8:11 PM] Rao sir: https://photos.app.goo.gl/C4LGdtgosdp9U1uU9 JEE STATISTICS 1/4/2021
[4/2/2021, 3:51 PM] Rao sir: https://photos.app.goo.gl/tH9d7njioNa7ZDmj7 JEE DEFINITE INTEGRALS 2/4/2021
[4/2/2021, 5:57 PM] Rao sir: https://photos.app.goo.gl/hLvHQKMjZDQ9voGF7 JEE SETS AND RELATIONS 2/4/2021
[4/3/2021, 7:26 PM] Rao sir: https://photos.app.goo.gl/Gut1znYQMuLGQAMu5 JEE DEFINITE INTEGRALS 3/4/2021
[4/3/2021, 8:43 PM] Rao sir: https://photos.app.goo.gl/MCK4Lp9hrgR4bnWv5 JEE SETS AND RELATIONS 3/4/2021
[4/4/2021, 6:57 PM] Rao sir: https://photos.app.goo.gl/911isLP5pLWYbgmQ6 JEE DEFINITE INTEGRALS 4/4/2021
[4/5/2021, 7:55 PM] Rao sir: https://photos.app.goo.gl/9MuGxDXyZADbjbVd8 JEE DEFINITE INTEGRALS 5/4/2021
[4/5/2021, 9:59 PM] Rao sir: https://photos.app.goo.gl/HhFwJurzu13XdTFe6 JEE SETS AND RELATIONS 5/4/2021
[4/5/2021, 10:32 PM] Rao sir: https://photos.app.goo.gl/fgmGqaHqMrEgFmso8 JEE SETS AND RELATIONS 4/4/2021
[4/6/2021, 5:25 PM] Rao sir: https://photos.app.goo.gl/8mfCdQsDLEVbsLdXA JEE DEFINITE INTEGRALS 6/4/2021
[4/7/2021, 6:38 PM] Rao sir: https://photos.app.goo.gl/uWJzdfRbiSC8xZ237 JEE DEFINITE INTEGRALS 7/4/2021
[4/9/2021, 6:05 PM] Rao sir: https://photos.app.goo.gl/gYjBLi8oVTZZgeUL9 JEE AREAS 8/4/2021 (M)
[4/9/2021, 6:24 PM] Rao sir: https://photos.app.goo.gl/g7VUBMNueciKbG7y8 JEE AREAS 8/4/2021 (E)
[4/9/2021, 8:35 PM] Rao sir: https://photos.app.goo.gl/1SwTCygCxL7YQ6fk6 JEE- AREAS 9/4/2021
[4/10/2021, 7:30 PM] Rao sir: https://photos.app.goo.gl/pcixQJDkdg3etSZu5 JEE DIFFERENTIAL EQUATIONS (M) 10/4/2021
[4/10/2021, 8:22 PM] Rao sir: https://photos.app.goo.gl/P32qtVaV4qLs4LSNA JEE DIFFERENTIAL EQUATIONS (E)  10/4/2021
[4/11/2021, 5:57 PM] Rao sir: https://photos.app.goo.gl/wFSn1LztJkerb2676 JEE DIFFERENTIAL EQUATIONS 11/4/2021
[4/12/2021, 8:34 PM] Rao sir: https://photos.app.goo.gl/e5qAbyvSzFyJgK8F7 JEE DIFFERENTIAL EQUATIONS 12/4/2021
[4/14/2021, 9:29 PM] Rao sir: https://photos.app.goo.gl/MuZnkWSMDxMdRyYv9 16/3/2021 JEE (MORNING SESSION) SOLUTIONS PART-1
[4/15/2021, 12:24 PM] Rao sir: https://photos.app.goo.gl/HxL3JsdQJBZDF4KY7 16/3/2021 JEE (MORNING SESSION) SOLUTIONS PART 2
[4/16/2021, 7:52 PM] Rao sir: https://photos.app.goo.gl/D6x9A5XwcotJLFq48 16/3/2021 JEE (AFTERNOON SESSION) SOLUTIONS PART-1
[4/17/2021, 9:40 PM] Rao sir: https://photos.app.goo.gl/cwaNGRfCGDtrWC6Q9 16/3/2021 JEE (AFTERNOON SESSION) SOLUTIONS PART-2
[4/18/2021, 8:03 PM] Rao sir: https://photos.app.goo.gl/APfKDmVCxLYxirUX6 17/3/2021 JEE(MORNING SESSION) SOLUTIONS PART 1
[4/19/2021, 8:18 PM] Rao sir: https://photos.app.goo.gl/17u5t1iDTCrmY9WW8 17/3/2021JEE(MORNING SESSION) SOLUTIONS PART -2
[4/20/2021, 8:04 PM] Rao sir: https://photos.app.goo.gl/d695HZq622uysM547 17/3/2021JEE (AFTERNOON SESSION) SOLUTIONS PART 1
[4/21/2021, 5:53 PM] Rao sir: https://photos.app.goo.gl/kCh79oBCA4PhszNF7 17/3/2021 JEE(EVENING SESSION) SOLUTIONS PART 2
[4/24/2021, 5:01 AM] Rao sir: https://photos.app.goo.gl/9jzUeztjC8ZTeaGG8 18/3/2021 JEE (MORNING SESSION) SOLUTIONS PART-1
[4/24/2021, 5:12 PM] Rao sir: https://photos.app.goo.gl/qpmh49UFwv64ocsi9 18/3/2021 JEE(MORNING SESSION) SOLUTIONS PART 2
[4/25/2021, 5:11 PM] Rao sir: https://photos.app.goo.gl/YxtMcmMuSufTZMUC9 18/3/2021 (AFTERNOON SESSION) SOLUTIONS PART-1
[4/26/2021, 6:53 PM] Rao sir: https://photos.app.goo.gl/uXKuy49NJUm4fs7p8 18/3/2021 JEE(EVENING SESSION) SOLUTIONS PART 2
[4/30/2021, 5:36 PM] Rao sir: https://photos.app.goo.gl/1MStt2HFYTtPcNsq6 JEE SOLUTIONS 24/2/2021(MORNING SESSION) PART 1
[5/1/2021, 5:13 PM] Rao sir: https://photos.app.goo.gl/Rtf8fy44C3vgQgFq6 JEE SOLUTIONS 24/2/2021(MORNING SESSION) PART 2
[5/2/2021, 5:47 PM] Rao sir: https://photos.app.goo.gl/j4FPmFhVbuWNw2T18 24/2/2021 JEE (AFTERNOON SESSION) SOLUTIONS PART 1
[5/3/2021, 5:14 PM] Rao sir: https://photos.app.goo.gl/4a5cvJcVuJ7Aa2tC8 24/2/2021 (AFTERNOON SESSION) JEE SOLUTIONS PART-2
[5/4/2021, 4:52 PM] Rao sir: https://photos.app.goo.gl/une17E3i4ha5g7Ra7 JEE SOLUTIONS 25/2/2021 (MORNING SESSION) PART-1
[5/5/2021, 5:34 PM] Rao sir: https://photos.app.goo.gl/ZSKmQm5qBGwvGdGj7 JEE SOLUTIONS 25/2/2021(MORNING SESSION) PART 2
[5/6/2021, 8:00 PM] Rao sir: https://photos.app.goo.gl/QBZcRT7NVRrhwBsZ7 JEE SOLUTIONS 25/2/2021(EVENING SESSION) PART  1
[5/7/2021, 7:02 PM] Rao sir: https://photos.app.goo.gl/AD7oiQNeWtZNC1cZ7 JEE SOLUTIONS 25/2/2021(EVENING SESSION) PART 2
